EmployeeID,Age,Gender,Education,Department,City,Experience_Years,Salary,Performance_Score,Job_Satisfaction
EMP0363,33,Male,Bachelor,Marketing,Delhi,18,64483.0,3,2.0
EMP0364,39,Female,Bachelor,HR,Mumbai,24,63784.0,4,4.0
EMP0365,41,Male,Bachelor,Sales,Mumbai,21,68620.0,5,4.0
EMP0366,30,Male,Bachelor,Sales,Mumbai,11,62807.0,3,2.0
EMP0367,37,Male,PhD,Marketing,Delhi,19,82604.0,2,3.0
EMP0368,35,Male,Bachelor,HR,Mumbai,17,62653.0,5,5.0
EMP0369,35,Female,PhD,Marketing,Bangalore,18,74699.0,3,2.0
EMP0370,27,Female,Master,Finance,Mumbai,13,70418.0,3,4.0
EMP0371,35,Female,Bachelor,Sales,Hyderabad,16,60124.0,5,5.0
EMP0372,39,Male,PhD,Engineering,Hyderabad,19,95911.0,2,
EMP0373,49,Male,High School,Sales,Delhi,28,78408.0,4,5.0
EMP0374,44,Female,Master,Marketing,Chennai,24,84788.0,2,3.0
EMP0375,56,Female,Bachelor,Sales,Chennai,37,87942.0,3,4.0
EMP0376,27,Male,Master,Engineering,Hyderabad,12,,4,5.0
EMP0377,43,Male,Master,Engineering,Bangalore,23,97991.0,3,4.0
EMP0378,36,Male,Master,Finance,Mumbai,18,86700.0,5,4.0
EMP0379,56,Female,Master,Engineering,Bangalore,37,124402.0,4,3.0
EMP0380,26,Female,Bachelor,HR,Bangalore,10,45924.0,3,3.0
EMP0381,26,Male,High School,Engineering,Bangalore,13,60445.0,3,2.0
EMP0382,29,Male,Bachelor,Sales,Delhi,9,45212.0,3,2.0
EMP0383,18,Female,High School,Sales,Hyderabad,0,,3,2.0
EMP0384,29,Male,Master,Sales,Hyderabad,13,67831.0,2,3.0
EMP0385,27,Male,Bachelor,Marketing,Mumbai,10,57936.0,3,3.0
EMP0386,36,Female,PhD,Engineering,Mumbai,21,100120.0,3,3.0
EMP0387,38,Male,Bachelor,Engineering,Mumbai,21,82900.0,4,
EMP0388,53,Male,Master,Marketing,Chennai,34,97758.0,4,4.0
EMP0389,44,Female,High School,Sales,Bangalore,27,66324.0,4,3.0
EMP0390,29,Female,Master,Finance,Bangalore,13,83947.0,1,1.0
EMP0391,26,Female,PhD,Finance,Delhi,9,67461.0,3,4.0
EMP0392,39,Female,Bachelor,HR,Bangalore,22,69923.0,4,4.0
EMP0393,21,Female,Bachelor,HR,Delhi,5,53618.0,3,2.0
EMP0394,53,Female,Master,Sales,Delhi,37,101533.0,1,1.0
EMP0395,46,Male,High School,Engineering,Chennai,30,,4,5.0
EMP0396,30,Female,Bachelor,Finance,Hyderabad,13,63712.0,4,5.0
EMP0397,18,Female,Bachelor,Sales,Hyderabad,0,37098.0,3,4.0
EMP0398,48,Male,High School,Sales,Hyderabad,30,81864.0,2,1.0
EMP0399,33,Male,Bachelor,Engineering,Delhi,17,67440.0,4,3.0
EMP0400,47,Male,High School,Marketing,Delhi,27,78167.0,4,5.0
EMP0401,19,Male,High School,Marketing,Chennai,1,25000.0,4,4.0
EMP0402,29,Male,High School,Finance,Hyderabad,10,51666.0,4,5.0
EMP0403,35,Female,PhD,Sales,Mumbai,17,77353.0,4,5.0
EMP0404,35,Female,Bachelor,Marketing,Delhi,19,69442.0,3,4.0
EMP0405,30,Male,PhD,Finance,Mumbai,12,72009.0,2,3.0
EMP0406,41,Male,Bachelor,Engineering,Bangalore,23,89810.0,4,3.0
EMP0407,24,Male,Bachelor,Marketing,Delhi,3,52621.0,4,4.0
EMP0408,33,Female,Bachelor,Engineering,Delhi,16,70184.0,4,5.0
EMP0409,36,Male,Bachelor,HR,Mumbai,19,65448.0,2,2.0
EMP0410,40,Male,High School,Finance,Delhi,26,,2,2.0
EMP0411,42,Male,Bachelor,Engineering,Hyderabad,23,89629.0,5,5.0
EMP0412,23,Male,Bachelor,Finance,Mumbai,5,53595.0,4,5.0
EMP0413,19,Male,Bachelor,Engineering,Bangalore,1,51292.0,5,4.0
EMP0414,47,Female,Master,Finance,Bangalore,32,104439.0,4,5.0
EMP0415,38,Female,High School,HR,Hyderabad,19,65521.0,4,4.0
EMP0416,27,Female,High School,HR,Mumbai,9,40545.0,4,4.0
EMP0417,50,Male,Master,Engineering,Hyderabad,33,114098.0,5,4.0
EMP0418,36,Female,Bachelor,Finance,Bangalore,18,66533.0,4,5.0
EMP0419,46,Female,High School,HR,Hyderabad,27,63717.0,4,4.0
EMP0420,35,Male,PhD,Marketing,Hyderabad,17,81862.0,2,1.0
EMP0421,55,Female,High School,HR,Mumbai,39,93920.0,3,3.0
EMP0422,52,Male,Master,Engineering,Mumbai,31,109278.0,4,3.0
EMP0423,32,Female,PhD,Finance,Delhi,14,81434.0,3,2.0
EMP0424,44,Male,Bachelor,Engineering,Bangalore,24,88996.0,3,4.0
EMP0425,41,Female,High School,HR,Mumbai,25,59247.0,3,3.0
EMP0426,48,Male,High School,Sales,Mumbai,26,72022.0,3,4.0
EMP0427,25,Female,Bachelor,Engineering,Delhi,5,64911.0,3,3.0
EMP0428,41,Female,High School,Engineering,Mumbai,23,77239.0,3,4.0
EMP0429,45,Female,Master,Engineering,Mumbai,30,,5,5.0
EMP0430,18,Male,High School,Marketing,Delhi,0,31329.0,3,4.0
EMP0431,23,Male,Bachelor,Marketing,Mumbai,3,40316.0,2,1.0
EMP0432,18,Female,PhD,Sales,Delhi,3,58169.0,2,2.0
EMP0433,32,Male,Master,Engineering,Delhi,11,87998.0,4,4.0
EMP0434,42,Male,Bachelor,Engineering,Delhi,19,80264.0,3,2.0
EMP0435,50,Female,Bachelor,HR,Hyderabad,32,82208.0,4,5.0
EMP0436,35,Male,Bachelor,Engineering,Bangalore,15,72262.0,4,4.0
EMP0437,51,Male,Bachelor,Finance,Delhi,30,94720.0,4,4.0
EMP0438,21,Male,Bachelor,Finance,Delhi,4,51093.0,3,4.0
EMP0439,18,Male,High School,Sales,Chennai,0,26753.0,4,
EMP0440,34,Female,Master,Sales,Hyderabad,14,73606.0,3,4.0
EMP0441,38,Female,Bachelor,Finance,Hyderabad,17,78598.0,5,5.0
EMP0442,34,Female,High School,Engineering,Bangalore,17,67497.0,4,5.0
EMP0443,18,Female,Bachelor,Engineering,Mumbai,1,45167.0,3,3.0
EMP0444,34,Male,Bachelor,Engineering,Delhi,15,80537.0,3,2.0
EMP0445,21,Male,Master,HR,Mumbai,6,49576.0,2,1.0
EMP0446,41,Male,Master,Engineering,Hyderabad,20,94953.0,4,5.0
EMP0447,38,Male,Master,Sales,Bangalore,16,60149.0,3,3.0
EMP0448,25,Female,High School,Finance,Chennai,5,49962.0,4,5.0
EMP0449,29,Male,Bachelor,Finance,Delhi,10,54944.0,3,3.0
EMP0450,24,Male,Bachelor,Sales,Chennai,6,50653.0,4,4.0
EMP0451,34,Male,High School,Engineering,Delhi,15,67571.0,4,4.0
EMP0452,44,Female,Bachelor,HR,Mumbai,26,70230.0,4,4.0
EMP0453,25,Female,Master,Sales,Delhi,4,49964.0,4,
EMP0454,40,Male,High School,Engineering,Bangalore,24,84431.0,2,2.0
EMP0455,29,Female,Bachelor,Engineering,Delhi,10,68529.0,2,2.0
EMP0456,27,Male,Bachelor,Finance,Hyderabad,11,65422.0,4,5.0
EMP0457,33,Male,High School,Sales,Mumbai,15,62382.0,3,4.0
EMP0458,24,Female,Bachelor,HR,Bangalore,6,37178.0,3,2.0
EMP0459,29,Male,PhD,Finance,Bangalore,12,88086.0,1,2.0
EMP0460,23,Female,Master,Sales,Delhi,5,54021.0,3,3.0
EMP0461,54,Female,PhD,Sales,Chennai,37,105006.0,1,2.0
EMP0462,35,Female,Bachelor,Marketing,Chennai,19,59848.0,5,4.0
EMP0463,28,Female,High School,Marketing,Chennai,10,44054.0,3,4.0
EMP0464,37,Male,Bachelor,Marketing,Hyderabad,20,72608.0,4,5.0
EMP0465,33,Female,Bachelor,HR,Chennai,14,56362.0,1,1.0
EMP0466,32,Male,Master,Sales,Mumbai,16,77555.0,4,3.0
EMP0467,41,Female,High School,Finance,Chennai,21,,3,3.0
EMP0468,42,Female,Bachelor,Marketing,Delhi,27,78439.0,5,5.0
EMP0469,29,Female,High School,Sales,Mumbai,10,38738.0,5,5.0
EMP0470,29,Female,Bachelor,Sales,Mumbai,8,51818.0,3,4.0
EMP0471,32,Male,Master,Sales,Chennai,14,71434.0,5,5.0
EMP0472,18,Female,Bachelor,HR,Chennai,0,33896.0,5,5.0
EMP0473,19,Female,Bachelor,Engineering,Mumbai,2,42978.0,4,5.0
EMP0474,48,Female,Bachelor,Sales,Chennai,28,80994.0,4,5.0
EMP0475,51,Female,Bachelor,Engineering,Hyderabad,32,103183.0,3,4.0
EMP0476,32,Male,Master,Marketing,Mumbai,10,63021.0,4,3.0
EMP0477,40,Male,Master,Marketing,Mumbai,21,83678.0,2,2.0
EMP0478,38,Female,PhD,Sales,Chennai,15,71144.0,2,1.0
EMP0479,65,Female,Master,Finance,Delhi,40,117401.0,5,5.0
EMP0480,46,Male,Bachelor,Sales,Bangalore,29,87462.0,3,3.0
EMP0481,33,Female,Master,HR,Mumbai,16,59107.0,4,5.0
EMP0482,25,Male,Bachelor,Sales,Delhi,7,50098.0,4,4.0
EMP0483,18,Female,Bachelor,Sales,Chennai,0,35479.0,5,4.0
EMP0484,37,Male,Master,Engineering,Bangalore,18,87592.0,5,4.0
EMP0485,27,Male,High School,Engineering,Chennai,8,58738.0,3,2.0
EMP0486,20,Male,PhD,Marketing,Hyderabad,0,51563.0,1,1.0
EMP0487,28,Male,Bachelor,Marketing,Chennai,13,54121.0,3,2.0
EMP0488,24,Male,Bachelor,Engineering,Bangalore,7,63670.0,2,2.0
EMP0489,51,Male,Master,Engineering,Mumbai,32,103563.0,1,1.0
EMP0490,43,Male,Master,Engineering,Bangalore,25,93070.0,3,2.0
EMP0491,34,Female,Bachelor,Finance,Mumbai,16,73396.0,4,4.0
EMP0492,49,Female,Bachelor,Marketing,Chennai,26,71256.0,4,3.0
EMP0493,35,Male,High School,Marketing,Delhi,16,57331.0,3,4.0
EMP0494,26,Female,Bachelor,Engineering,Bangalore,6,64312.0,4,4.0
EMP0495,50,Male,High School,Sales,Delhi,29,64870.0,3,3.0
EMP0496,40,Female,Master,Engineering,Chennai,21,89112.0,1,
EMP0497,24,Female,Bachelor,Engineering,Hyderabad,9,72470.0,4,5.0
EMP0498,33,Male,Master,Sales,Delhi,16,65094.0,4,4.0
EMP0499,26,Male,High School,Engineering,Hyderabad,6,51677.0,4,3.0
EMP0500,21,Male,High School,Engineering,Delhi,4,53310.0,1,1.0
